Neurite_ID,Length_um,Distance_From_Midline_um,Side,Start_X,Start_Y,End_X,End_Y
1,165.05,167.04,left,320.5,245,360.8,236
2,164.21,170.96,left,321.5,215.8,361.8,223.9
3,102.63,110.47,left,321.5,205.7,346.7,210.8
4,39.89,41.88,left,322.5,198.7,329.6,191.6
5,62.68,61.96,left,323.5,197.6,334.6,186.6
